MageSuite,MageSuite
"Cms Product Backlink","Cms Product Backlink"
General,General
"Is Enabled","Is Enabled"
"Update Backlink On Save","Update Backlink On Save"
"Excluded Pages","Excluded Pages"
"CMS Pages","CMS Pages"
